message_category;category;Русский;English
DATE_OF_REGISTRATION_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Дата регистрации";
ID_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;ID_исполнителя;
LOGIN_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;Логин;
PASSWORD1_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;Пароль;
PASSWORD2_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Пароль повторно";
COMPANY_NAME_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Наименование компании";
ABOUT_COMPANY_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"О компании";
COMPANY_SPECIALIZATION_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Специализация компании";
YEARS_IN_THE_MARKET_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Количество лет на рынке";
COMPANY_ACTIVITIES_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Направление деятельности";
COMPANY_SITE_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Сайт компании";
EMAIL_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;E-mail;
PHONE1_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Телефон 1";
COUNTRY_PHONE_CODE1_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Код страны";
CITY_PHONE_CODE1_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Код города";
PHONE_NUMBER1_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;Номер_телефона_исполнитель;
PHONE2_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Телефон 2_исполнитель";
COUNTRY_PHONE_CODE2_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Код страны2_исполнитель";
CITY_PHONE_CODE2_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Код города2_исполнитель";
PHONE_NUMBER2_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;Номер_телефона2_исполнитель;
COUNTRY_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;Страна;
REGION_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;Регион;
CITY_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;Город;
STREET_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;Улица;
HOUSE_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;Дом;
BUILDING_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;Корпус;
STRUCTURE_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;Строение;
COMPANY_LOGO_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;Логотип;
LOAD_LOGO_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;Загрузить_логотип;
EXAMPLES_OF_WORKS_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Примеры работ";
LOAD_FOTO_EXAMPLES_OF_WORKS_PERFOMER_REG_FORM;REGISTRATION_FORM_PERFORMER;Загрузить_примеры_работ;
EMAIL_FOR_OBTAINING_ORDERS_REG_FORM;REGISTRATION_FORM_PERFORMER;"E-mail для получения заказов";
LICENSE_AGREEMENT_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Я подтверждаю согласие с Пользовательским соглашением";
ENTER_SYMBOLS_FROM_THE_PICTURE_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Введите символы с картинки";
LOAD_FOTO_PERFORMER_REG_FORM;REGISTRATION_FORM_PERFORMER;"Загрузить (gif,png,jpg, jpeg) max.300kB";
"All Rights Reserved";themes-site;"Все права защищены";"All Rights Reserved"
Blogs;themes-site;Блоги;Blogs
"Change email";themes-site;"Сменить e-mail";"Change email"
"Change password";themes-site;"Сменить пароль";"Change password"
Contacts;themes-site;Контакты;Contacts
"Edit profile";themes-site;"Редактировать профиль";"Edit profile"
"GO BACK TO THE HOMEPAGE";themes-site;"ВЕРНУТЬСЯ ОБРАТНО НА ГЛАВНУЮ СТРАНИЦУ";"GO BACK TO THE HOMEPAGE"
Settings;themes-site;Настройки;Settings
"Sign In";themes-site;Авторизация;"Sign In"
"Sign Out";themes-site;Выйти;"Sign Out"
"Sign Up";themes-site;Регистрация;"Sign Up"
"Toggle navigation";themes-site;"Показать/Скрыть меню";"Toggle navigation"
Backend;themes-site;Админка;Backend
Feedback;themes-site;"Обратная связь";
"Access control";themes-admin;"Управление доступом";"Access control"
Blogs;themes-admin;Блоги;Blogs
Comments;themes-admin;Комментарии;Comments
Dashboard;themes-admin;"Панель управления";Dashboard
"Hello, {name}";themes-admin;"Здравствуйте, {name}";"Hello, {name}"
Home;themes-admin;Главная;Home
"Member since";themes-admin;"Зарегестрирован с";"Member since"
"Models management";themes-admin;"Управления моделями";"Models management"
Online;themes-admin;Онлайн;Online
Permissions;themes-admin;Права;Permissions
Profile;themes-admin;Профиль;Profile
Roles;themes-admin;Роли;Roles
Rules;themes-admin;Правила;Rules
"Sign out";themes-admin;Выход;"Sign out"
"Toggle navigation";themes-admin;"Показать/Скрыть меню";"Toggle navigation"
Users;themes-admin;Пользователи;Users
GO_TO_SITE;themes-admin;"Перейти на сайт";"Go to site"
Geo;themes-admin;География;Geography
GeoCountry;themes-admin;Страны;Countries
GeoRegion;themes-admin;Регионы;Regions
GeoCity;themes-admin;Города;Cities
Feedback;themes-admin;Feedback;
Faq;themes-admin;FAQ;
"Static Pages";themes-admin;"Статичные страницы";
Lang;themes-admin;Языки;
Translations;themes-admin;Переводы;
IMAGE_MESSAGE_FILE_TYPES;image;"Допустимы файлы только следующих форматов: ";"Permissible only files of types: "
BACKEND_INDEX_TITLE;translations;Переводы;"Translations list"
BACKEND_INDEX_SUBTITLE;translations;"Список переводов";"Translations list"
BACKEND_CREATE_TITLE;translations;Переводы;Translations
BACKEND_CREATE_SUBTITLE;translations;"Создать перевод";"Translation create"
BACKEND_UPDATE_TITLE;translations;Переводы;Translations
BACKEND_UPDATE_SUBTITLE;translations;"Обновить перевод";"Translation update"
BACKEND_CANCEL_BTN_TITLE;translations;Отмена;Cancel
BACKEND_CREATE_SUBMIT;translations;Сохранить;Save
BACKEND_UPDATE_SUBMIT;translations;Обновить;Update
ATTR_TOKEN;users;"Ключ безопастности";"Secure token"
ATTR_CREATED;users;"Дата добавления";"Created at"
ATTR_EMAIL;users;E-mail;E-mail
ATTR_NAME;users;Имя;Name
ATTR_NEW_EMAIL;users;"Новый e-mail";"New e-mail"
ATTR_NEW_PASSWORD;users;"Новый пароль";"New password"
ATTR_NEW_REPASSWORD;users;"Повторите новый пароль";"Repeat new password"
ATTR_OLDEMAIL;users;"Текущий e-mail";"Current e-mail"
ATTR_OLDPASSWORD;users;"Текущий пароль";"Current password"
ATTR_PASSWORD;users;Пароль;Password
ATTR_REMEMBER_ME;users;"Запонить меня";"Remember me"
ATTR_REPASSWORD;users;"Повторите пароль";"Repeat password"
ATTR_CITY_NAME;users;Город;City
ATTR_COUNTRY;users;Страна;Country
ATTR_ROLE;users;Роль;Role
ATTR_STATUS;users;Статус;Status
ATTR_SURNAME;users;Фамилия;Surname
ATTR_UPDATED;users;"Дата обновления";"Updated at"
ATTR_USERNAME;users;Логин;Username
BACKEND_CREATE_SUBMIT;users;Сохранить;Save
BACKEND_CREATE_SUBTITLE;users;"Создание пользователя";"User creating"
BACKEND_CREATE_TITLE;users;Пользователи;Users
BACKEND_FLASH_FAIL_ADMIN_CREATE;users;"В момент создания нового пользователя возникла ошибка.";"User has not been saved. Please try again!"
BACKEND_INDEX_SUBTITLE;users;"Список пользователей";"Users list"
BACKEND_INDEX_TITLE;users;Пользователи;Users
BACKEND_LOGIN_RECOVERY;users;"Восстановить пароль";"Recover password"
BACKEND_LOGIN_SUBMIT;users;Войти;"Sign In"
BACKEND_LOGIN_TITLE;users;Авторизация;"Sign In"
BACKEND_PROMPT_ROLE;users;"Выберите роль";"Select role"
BACKEND_PROMPT_STATUS;users;"Выберите статус";"Select status"
BACKEND_UPDATE_SUBMIT;users;Обновить;Update
BACKEND_UPDATE_SUBTITLE;users;"Обновление пользователя";"User updating"
BACKEND_UPDATE_TITLE;users;Пользователи;Users
EMAIL_SUBJECT_CHANGE;users;"Код подтверждения новой электронной почты.";"Email confirmation token"
EMAIL_SUBJECT_RECOVERY;users;"Код восстановления пароля.";"Your password reset request"
EMAIL_SUBJECT_SIGNUP;users;"Код подтверждения новой учётной записи.";"Email confirmation token"
ERROR_MSG_INVALID_OLD_PASSWORD;users;"Неправильный текущий пароль";"Invalid current password"
ERROR_MSG_INVALID_EMAIL_OR_PASSWORD;users;"Неправильная почта или пароль";"Invalid e-mail or password"
FRONTEND_EMAIL_CHANGE_SUBMIT;users;Изменить;Change
FRONTEND_EMAIL_CHANGE_TITLE;users;"Изменение адреса электронной почты";"Change e-mail address"
FRONTEND_FLASH_FAIL_ACTIVATION;users;"Неверный код активации или возмоможно аккаунт был уже ранее активирован.";"User has not been activated. Please try again!"
FRONTEND_FLASH_FAIL_EMAIL_CHANGE;users;"В момент изменения электронного адреса возникла ошибка. Попробуйте ещё раз пожалуйста!";"Email has not been changed. Please try again!"
FRONTEND_FLASH_FAIL_NEW_EMAIL_CONFIRMATION;users;"В момент подтверждения нового электронного адреса возникла ошибка. Попробуйте ещё раз пожалуйста!";"Email has not been confirmed. Please try again!"
FRONTEND_FLASH_FAIL_NEW_EMAIL_CONFIRMATION_WITH_INVALID_KEY;users;"Неверный код подтверждения.";"Invalid request token."
FRONTEND_FLASH_FAIL_PASSWORD_CHANGE;users;"В момент изменения пароля возникла ошибка. Попробуйте ещё раз пожалуйста!";"Password has not been changed. Please try again!"
FRONTEND_FLASH_FAIL_RECOVERY;users;"В момент отправки письма возникла ошибка. Попробуйте ещё раз пожалуйста!";"Password recovery failed. Please try again!"
FRONTEND_FLASH_FAIL_RECOVERY_CONFIRMATION;users;"В момент подтверждения нового пароля возникла ошибка. Попробуйте ещё раз пожалуйста!";"Password recovery failed. Please try again!"
FRONTEND_FLASH_FAIL_RECOVERY_CONFIRMATION_WITH_INVALID_KEY;users;"Неверный код подтверждения.";"Invalid request token."
FRONTEND_FLASH_FAIL_RESEND;users;"В момент отправки письма возникла ошибка. Попробуйте ещё раз пожалуйста!";"Resend email confirmation failed. Please try again!"
FRONTEND_FLASH_FAIL_SIGNUP;users;"В момент регистрации возникла ошибка. Попробуйте ещё раз пожалуйста!";"User sign up failed. Please try again!"
FRONTEND_FLASH_FAIL_UPDATE;users;"В момент обноеления профиля возникла ошибка. Попробуйте ещё раз пожалуйста!";"Profile update failed. Please try again!"
FRONTEND_FLASH_SUCCESS_ACTIVATION;users;"Ваша учётная запись была успешно активирована.";"Your Account has been successfully activated. You can now log in using the email and password you chose during the registration."
FRONTEND_FLASH_SUCCESS_NEW_EMAIL_CONFIRMATION;users;"E-mail адрес был успешно обновлён!";"Your email has been successfully confirmed."
FRONTEND_FLASH_SUCCESS_PASSWORD_CHANGE;users;"Пароль был успешно обновлён!";"Your password has been successfully changed."
FRONTEND_FLASH_SUCCESS_RECOVERY;users;"На указанный вами электронный адрес было отправлено письмо с кодом восстановления пароля.";"A verification link has been sent to the email address you entered."
FRONTEND_FLASH_SUCCESS_RECOVERY_CONFIRMATION;users;"Пароль был успешно восстановлен.";"Reset password successful. You may now login to the site."
FRONTEND_FLASH_SUCCESS_RESEND;users;"На указанный электронный адрес было отправлено письмо с кодом активации новой учётной записи.";"A verification link has been sent to the email address you entered."
FRONTEND_FLASH_SUCCESS_SIGNUP_WITHOUT_LOGIN;users;"Учётная запись была успешно создана. Через несколько секунд вам на почту будет отправлен код для активации аккаунта. В случае если письмо не пришло в течении 15 минут, вы можете заново запросить отправку ключа по данной <a href=""{url}"">ссылке</a>.";"Your account has been created and a verification link has been sent to the email address you entered."
FRONTEND_FLASH_SUCCESS_SIGNUP_WITH_LOGIN;users;"Учётная запись была успешно создана.";"Your account has been created."
FRONTEND_FLASH_SUCCES_EMAIL_CHANGE;users;"На указанный новый электронный адрес было отправлено письмо с кодом подтверждения.";"Your email address has been successfully changed."
FRONTEND_FLASH_SUCCES_UPDATE;users;"Профиль был успешно обновлён.";"Your account has been successfully updated."
FRONTEND_INDEX_SUBTITLE;users;"Список пользователей";"Users list"
FRONTEND_INDEX_TITLE;users;Пользователи;Users
FRONTEND_LOGIN_OR;users;или;or
FRONTEND_LOGIN_RECOVERY;users;"Восстановить пароль";"Recover password"
FRONTEND_LOGIN_SUBMIT;users;Войти;"Sign In"
FRONTEND_LOGIN_TITLE;users;Авторизация;"Sign In"
FRONTEND_PASSWORD_CHANGE_SUBMIT;users;Изменить;Change
FRONTEND_PASSWORD_CHANGE_TITLE;users;"Смена пароля";"Change password"
FRONTEND_RECOVERY_CONFIRMATION_SUBMIT;users;Сохранить;Save
FRONTEND_RECOVERY_CONFIRMATION_TITLE;users;"Восстановление пароля";"Password recovery"
FRONTEND_RECOVERY_SUBMIT;users;Восстановить;Recover
FRONTEND_RECOVERY_TITLE;users;"Восстановления пароля";"Password recovery"
FRONTEND_RESEND_SUBMIT;users;Отправить;Resend
FRONTEND_RESEND_TITLE;users;"Повторная отправка e-mail подтверждения";"Resend e-mail confirmation"
FRONTEND_SETTINGS_LABEL;users;Настройки;Settings
FRONTEND_SIGNUP_RESEND;users;"Повторная отправка e-mail подтверждения";"Resend e-mail confirmation"
FRONTEND_SIGNUP_SUBMIT;users;Зарегистрироватся;"Sign Up"
FRONTEND_SIGNUP_TITLE;users;Регистрация;"Sign Up"
FRONTEND_UPDATE_SUBMIT;users;Обновить;Update
FRONTEND_UPDATE_TITLE;users;"Редактирование профиля";"Update user profile"
STATUS_ACTIVE;users;Активный;Active
STATUS_BANNED;users;Забаненый;Banned
STATUS_INACTIVE;users;Неактивный;Inactive
FRONTEND_SIGNUP_INPUT_SELF_PASSWORD;users;"Ввести пароль самостоятельно";
BACKEND_INDEX_TITLE;lang;Языки;"Language list"
BACKEND_INDEX_SUBTITLE;lang;"Список языков";"Language list"
BACKEND_CREATE_TITLE;lang;Языки;Lang
BACKEND_CREATE_SUBTITLE;lang;"Создание языка";"Lang create"
BACKEND_UPDATE_TITLE;lang;Языки;Lang
BACKEND_UPDATE_SUBTITLE;lang;"Обновление языка";"Lang update"
BACKEND_CANCEL_BTN_TITLE;lang;Отмена;Cancel
BACKEND_CREATE_SUBMIT;lang;Сохранить;Save
BACKEND_UPDATE_SUBMIT;lang;Обновить;Update
BACKEND_INDEX_TITLE;page;"Текстовые страницы";"Text pages"
BACKEND_INDEX_SUBTITLE;page;"Текстовые страницы";Pages
BACKEND_CREATE_TITLE;page;;"Text page"
BACKEND_CREATE_SUBTITLE;page;;Create
BACKEND_UPDATE_TITLE;page;"Текстовые страницы";"Text page"
BACKEND_UPDATE_SUBTITLE;page;pages;Edit
BACKEND_UPDATE_CREATE;page;Создать;Create
BACKEND_UPDATE_SUBMIT;page;Обновить;Update
BACKEND_PERMISSIONS_ATTR_RULE_NAME;rbac;Правило;"Rule name"
BACKEND_ROLES_ATTR_RULE_NAME;rbac;Правило;"Rule name"
BACKEND_ROLES_CREATE_SUBMIT;rbac;Сохранить;Save
BACKEND_ROLES_CREATE_SUBTITLE;rbac;"Добавление роли";"Role creating"
BACKEND_ROLES_CREATE_TITLE;rbac;"Управление доступом";"Access Control"
BACKEND_ROLES_FLASH_FAIL_ADMIN_CREATE;rbac;"Не удалось сохранить роль. Попробуйте пожалуйста еще раз!";"Role has not been saved. Please try again!"
BACKEND_ROLES_FLASH_FAIL_ADMIN_DELETE;rbac;"Не удалось удалить роль. Попробуйте пожалуйста еще раз!";"Role has not been deleted. Please try again!"
BACKEND_ROLES_FLASH_FAIL_ADMIN_UPDATE;rbac;"Не удалось обновить роль. Попробуйте пожалуйста еще раз!";"Role has not been updated. Please try again!"
BACKEND_ROLES_INDEX_SUBTITLE;rbac;"Список ролей";"Roles list"
BACKEND_ROLES_INDEX_TITLE;rbac;"Управление доступом";"Access Control"
BACKEND_ROLES_NOT_FOUND;rbac;"Ошибка 404 - страница не найдена!";"Error 404 - page not found!"
BACKEND_ROLES_PERMISSIONS_PROMPT;rbac;"Выберите права";"Choose children permissions"
BACKEND_ROLES_ROLES_PROMPT;rbac;"Выберите роли";"Choose children roles"
BACKEND_ROLES_RULE_NAME_PROMPT;rbac;"Выберите правило";"Choose a rule"
BACKEND_ROLES_UPDATE_SUBMIT;rbac;Обновить;Update
BACKEND_ROLES_UPDATE_SUBTITLE;rbac;"Обновление роли";"Role updating"
BACKEND_ROLES_UPDATE_TITLE;rbac;"Управление доступом";"Access Control"
BACKEND_RULES_ATTR_NAME;rbac;Название;Name
BACKEND_RULES_ATTR_NAMESPACE;rbac;"Простраство имен";Namespace
BACKEND_RULES_CREATE_SUBMIT;rbac;Сохранить;Save
BACKEND_RULES_CREATE_SUBTITLE;rbac;"Создание правила";"Rule creating"
BACKEND_RULES_CREATE_TITLE;rbac;"Управление доступом";"Access Control"
BACKEND_RULES_FLASH_FAIL_ADMIN_CREATE;rbac;"Не удалось сохранить правило. Попробуйте пожалуйста еще раз!";"Rule has not been saved. Please try again!"
BACKEND_RULES_FLASH_FAIL_ADMIN_DELETE;rbac;"Не удалось удалить правило. Попробуйте пожалуйста еще раз!";"Rule has not been deleted. Please try again!"
BACKEND_RULES_INDEX_SUBTITLE;rbac;"Список правил";"Rules list"
BACKEND_RULES_INDEX_TITLE;rbac;"Управление дсотупом";"Access Control"
BACKEND_RULES_NOT_FOUND;rbac;"Ошибка 404 - страница не найдена!";"Error 404 - page not found!"
ERROR_MSG_INVALID_CHILDREN;rbac;"Неверный список потомков";"Invalid children"
ERROR_MSG_INVALID_NAMESPACE;rbac;"неверное простраство имен";"Invalid namespace"
ERROR_MSG_INVALID_PERMISSIONS_CHILDREN;rbac;"Неверный список потомстенных прав";"Invalid permissions children"
ERROR_MSG_INVALID_ROLES_CHILDREN;rbac;"Неверный список потомстенных ролей";"Invalid roles permissions"
ERROR_MSG_INVALID_RULE_NAME;rbac;"Название роли";"Invalid rule name"
BACKEND_PERMISSIONS_ATTR_CHILDREN;rbac;Потомки;"Children permissions"
BACKEND_PERMISSIONS_ATTR_DATA;rbac;Дата;Data
BACKEND_PERMISSIONS_ATTR_DESCRIPTION;rbac;Описание;Description
BACKEND_PERMISSIONS_ATTR_NAME;rbac;Название;Name
BACKEND_PERMISSIONS_CHILDREN_PROMPT;rbac;"Выберите потомков";"Choose children"
BACKEND_PERMISSIONS_CREATE_SUBMIT;rbac;Сохранить;Save
BACKEND_PERMISSIONS_CREATE_SUBTITLE;rbac;"Добавление правила";"Permission creating"
BACKEND_PERMISSIONS_CREATE_TITLE;rbac;"Управление доступом";"Access Control"
BACKEND_PERMISSIONS_FLASH_FAIL_ADMIN_CREATE;rbac;"Не удалось сохранить правило. Попробуйте пожалуйста еще раз!";"Permission has not been saved. Please try again!"
BACKEND_PERMISSIONS_FLASH_FAIL_ADMIN_DELETE;rbac;"Не удалось удалить правило. Попробуйте пожалуйста еще раз!";"Permission has not been deleted. Please try again!"
BACKEND_PERMISSIONS_FLASH_FAIL_ADMIN_UPDATE;rbac;"Не удалось обновить правило. Попробуйте пожалуйста еще раз!";"Permission has not been updated. Please try again!"
BACKEND_PERMISSIONS_INDEX_SUBTITLE;rbac;"Список правил";"Permissions list"
BACKEND_PERMISSIONS_INDEX_TITLE;rbac;"Управление доступом";"Access Control"
BACKEND_PERMISSIONS_NOT_FOUND;rbac;"Ошибка 404 - страница не найдена!";"Error 404 - page not found!"
BACKEND_PERMISSIONS_RULE_NAME_PROMPT;rbac;"Выберите роль";"Choose a rule"
BACKEND_PERMISSIONS_UPDATE_SUBMIT;rbac;Обновить;Update
BACKEND_PERMISSIONS_UPDATE_SUBTITLE;rbac;"Обновление правила";"Permission updating"
BACKEND_PERMISSIONS_UPDATE_TITLE;rbac;"Уплавление доступа";"Access Control"
BACKEND_ROLES_ATTR_DATA;rbac;Дата;Data
BACKEND_ROLES_ATTR_DESCRIPTION;rbac;Описание;Description
BACKEND_ROLES_ATTR_NAME;rbac;Название;Name
BACKEND_ROLES_ATTR_PERMISSIONS;rbac;"Потомственные права";"Children permissions"
BACKEND_ROLES_ATTR_ROLES;rbac;"Постомственные роли";"Children roles"
FEEDBACK_FORM_ATTR_BODY;site;Сообщение;Message
FEEDBACK_FORM_ATTR_EMAIL;site;E-mail;E-mail
FEEDBACK_FORM_ATTR_NAME;site;ФИО;"Full Name"
FEEDBACK_FORM_ATTR_SUBJECT;site;Тема;Subject
FEEDBACK_FORM_ATTR_VERIFY_CODE;site;"Код верификации";"Verify Code"
FEEDBACK_FLASH_SUCCESS_MSG;site;"Сообщение было успешно отправлено. Спасибо!";"Message was successfully sent. Thank you!"
FEEDBACK_FORM_INFO;site;"Если у вас есть вопросы или пожелания, вы можете написать нам сообщение. Спасибо!";"If you have questions or deals you can write us a message. Thanks!"
FEEDBACK_SUBMIT_BTN;site;Отправить;Send
FEEDBACK_TITLE;site;Контакты;Contacts
